唐沢,玲那,福島県,田村郡三春町,O,インテリア,スカッシュ,野菜ソムリエ,チェス,ドローン
田辺,亮,埼玉県,坂戸市,O,彫刻,将棋,ガーデニング（園芸）,ボードゲーム,カフェ巡り
細山,高史,島根県,安来市,O,燻製づくり,コスプレ,カラオケ,登山,プラモデル
熊田,千佳子,東京都,足立区,A,ガーデニング（園芸）,ボランティア,洞窟探索,歌舞伎,スポーツ観戦
渡辺,一樹,愛知県,名古屋市東区,O,観葉植物,チェス,利き酒,散歩,アニメ
大熊,三省,千葉県,匝瑳市,B,アクアリウム,美術館巡り,インテリア,競馬,テレビゲーム
角田,陽子,愛知県,新城市,A,食べ歩き,サーフィン,クロスバイク,ガーデニング（園芸）,漫画
深田,みあ,宮城県,栗原市,O,ワイン,スポーツ観戦,ランニング（ジョギング）,バイク,ビリヤード
多岐川,憲史,鳥取県,鳥取市,A,利き酒,燻製づくり,競馬,ボランティア,書道（習字）
丸田,芽以,北海道,新冠郡新冠町,AB,グルメ,寺巡り,食べ歩き,筋トレ,ボルダリング
三沢,早紀,熊本県,人吉市,AB,ラーメン,バー巡り,アイドル,外国語（中国語・フランス語・英会話）,パン作り
境,ノブヒコ,新潟県,新発田市,O,外国語（中国語・フランス語・英会話）,サバゲー,ビリヤード,利き酒,海
小沢,菊生,岐阜県,海津市,B,プログラミング,グルメ,美術館巡り,占い,ランニング（ジョギング）
森島,照生,青森県,平川市,O,カメラ,書道（習字）,オセロ,離島巡り,ダンス
森山,慢太郎,千葉県,成田市,A,マジック,ダーツ,バイク,彫刻,ペット
黄川田,れいな,徳島県,海部郡美波町,O,占い,登山,ゴルフ,筋トレ,ボランティア
永井,季衣,愛媛県,西条市,B,ブログ,ドライブ,キックボクシング,彫刻,ヨガ
荒井,奈央,京都府,京都市南区,B,野菜ソムリエ,バスケットボール,ルービックキューブ,プログラミング,ルービックキューブ
正木,秀隆,兵庫県,神崎郡市川町,O,タイピング,ルービックキューブ,クロスバイク,テレビゲーム,囲碁
伊東,理紗,大阪府,岸和田市,AB,カービング,スマホゲーム,チェス,アイドル,瞑想
田崎,満,広島県,広島市安佐北区,A,ドライブ,カラーセラピー,ジャズ,トレーディングカードゲーム,切り絵
服部,あや子,静岡県,静岡市葵区,O,バイク,競馬,サーフィン,バー巡り,楽器演奏
松野,あおい,茨城県,常総市,A,クロスバイク,スマホゲーム,博物館巡り,ボードゲーム,ラジオ
加藤,亮,愛媛県,西条市,AB,折り紙,映画鑑賞,ダンス,ドローン,音楽ライブ
相武,ひとり,島根県,雲南市,O,切り絵,切り絵,サーフィン,インテリア,タイピング
那須,遥,埼玉県,吉川市,AB,似顔絵,チェス,ダーツ,イラスト,外国語（中国語・フランス語・英会話）
今泉,栄一,岩手県,一関市,B,デッサン,ハンドメイド（ものづくり）,美術館巡り,バイク,オセロ
岩崎,正敏,秋田県,能代市,A,書道（習字）,ペット,散歩,コスプレ,アクアリウム
佐藤,充則,岩手県,八幡平市,A,サバゲー,ラジオ,ドライブ,囲碁,ハンドメイド（ものづくり）
ほしの,知世,秋田県,秋田市,O,漫画,動物園巡り,トランプ,プラモデル,カラオケ
白井,洋,佐賀県,唐津市,A,ラジオ,書道（習字）,ビリヤード,掃除,観葉植物
山野,かおり,三重県,四日市市,A,競馬,プログラミング,タイピング,ペット,トレーディングカードゲーム
西尾,祐基,青森県,平川市,A,ペット,音楽ライブ,ネットサーフィン,キックボクシング,音楽ライブ
浅川,祐基,愛知県,知多郡武豊町,O,掃除,ネットサーフィン,ランニング（ジョギング）,Twitter,トライアスロン
島崎,勇太,北海道,川上郡標茶町,O,コスプレ,囲碁,インテリア,占い,ワイン
岩下,桃子,富山県,高岡市,O,ドローン,映画鑑賞,水族館巡り,登山,テレビゲーム
佐伯,千佳子,福岡県,北九州市小倉南区,O,ファッション,アクアリウム,外国語（中国語・フランス語・英会話）,掃除,切り絵
石野,希,三重県,伊勢市,A,パチンコ,ワイン,パチンコ,Twitter,パチンコ
坂井,早織,滋賀県,近江八幡市,O,インスタ,似顔絵,漫画,燻製づくり,ワイン
岩下,涼子,北海道,厚岸郡厚岸町,O,Twitter,将棋,ダーツ,テレビゲーム,ボードゲーム
森谷,優,兵庫県,佐用郡佐用町,O,アイドル,歌舞伎,似顔絵,サーフィン,キックボクシング
下田,高史,新潟県,三条市,O,ボランティア,プログラミング,ボルダリング,パン作り,バスケットボール
河合,美智子,福島県,田村郡三春町,O,ネットサーフィン,フットサル（サッカー）,ガーデニング（園芸）,散歩,瞑想
織田,敏也,長野県,小諸市,O,音楽ライブ,野球,離島巡り,バイク,野球
岩下,みあ,石川県,白山市,A,カラオケ,グルメ,サーフィン,サーフィン,サバゲー
三宅,友也,福島県,二本松市,A,ジャズ,ジャズ,映画鑑賞,将棋,ヨガ
島袋,雅之,茨城県,那珂市,A,楽器演奏,プラモデル,散歩,サーフィン,漫画
羽田,崇史,京都府,長岡京市,B,映画鑑賞,カラオケ,DIY,カラーセラピー,彫刻
黒崎,勇介,愛媛県,松山市,A,アニメ,散歩,ブログ,博物館巡り,切り絵
大泉,精児,北海道,上川郡清水町,A,歌舞伎,トレーディングカードゲーム,キックボクシング,カラオケ,カラーセラピー
一木,里奈,熊本県,菊池郡大津町,O,天体観測,パン作り,食べ歩き,天体観測,タイピング
那須,華子,北海道,上川郡清水町,A,筋トレ,将棋,チェス,観葉植物,アイドル
松村,美優,青森県,上北郡おいらせ町,B,瞑想,ガーデニング（園芸）,ダンス,ボルダリング,音楽ライブ
手塚,長利,長野県,長野市,AB,ヨガ,料理,アロマテラピー,水族館巡り,書道（習字）
川西,人志,大阪府,八尾市,A,カラーセラピー,漫画,囲碁,ボランティア,ドライブ
岩沢,彩,東京都,中野区,B,アロマテラピー,イラスト,ボルダリング,映画鑑賞,海
川辺,花緑,石川県,珠洲市,A,温泉巡り,切り絵,似顔絵,フットサル（サッカー）,天体観測
菊地,聖陽,大阪府,守口市,O,美術館巡り,ペット,バー巡り,デッサン,書道（習字）
竹村,寛治,静岡県,焼津市,B,博物館巡り,野菜ソムリエ,アロマテラピー,ハンドメイド（ものづくり）,カービング
川端,了,愛知県,江南市,A,動物園巡り,バスケットボール,カフェ巡り,ジャズ,デッサン
安座間,璃奈子,愛媛県,西予市,B,水族館巡り,ダンス,ネットサーフィン,ボランティア,食べ歩き
神崎,敦,埼玉県,蓮田市,O,バー巡り,カラーセラピー,ルービックキューブ,グルメ,博物館巡り
大沢,裕司,北海道,厚岸郡浜中町,O,寺巡り,野菜ソムリエ,バー巡り,似顔絵,料理
中村,さやか,埼玉県,加須市,O,パワースポット巡り,漫画,歌舞伎,燻製づくり,ビリヤード
秦,くるみ,福島県,福島市,A,カフェ巡り,バー巡り,テレビゲーム,寺巡り,掃除
宮城,季衣,新潟県,長岡市,A,離島巡り,ボルダリング,アロマテラピー,アイドル,動物園巡り
竹中,砂羽,山口県,美祢市,B,ランニング（ジョギング）,パチンコ,サバゲー,ヨガ,楽器演奏
阿部,真帆,茨城県,常総市,A,キックボクシング,バイク,競馬,バー巡り,バスケットボール
芦屋,俊介,富山県,富山市,B,ゴルフ,プログラミング,離島巡り,燻製づくり,掃除
長谷部,沙知絵,鳥取県,米子市,O,ボルダリング,パン作り,燻製づくり,瞑想,キックボクシング
戎,景子,香川県,木田郡三木町,O,ダーツ,海,囲碁,デッサン,トレーディングカードゲーム
黒木,なぎさ,山口県,下関市,A,サーフィン,ダンス,DIY,美術館巡り,ルービックキューブ
海野,真吾,熊本県,熊本市南区,A,ダンス,筋トレ,利き酒,カラオケ,バイク
湯浅,愛,京都府,京都市下京区,A,トライアスロン,折り紙,インテリア,利き酒,天体観測
七瀬,仁,兵庫県,宝塚市,O,野球,登山,クロスバイク,登山,ラーメン
秋葉,剛基,北海道,夕張郡長沼町,B,フットサル（サッカー）,ブログ,スポーツ観戦,ドローン,テレビゲーム
本山,敏和,愛知県,春日井市,B,バスケットボール,コスプレ,海,ハンドメイド（ものづくり）,折り紙
三村,礼子,広島県,呉市,A,バレーボール,ゴルフ,ドローン,バー巡り,テレビゲーム
磯野,薫,福井県,吉田郡永平寺町,A,スカッシュ,ボードゲーム,インテリア,カラーセラピー,スマホゲーム
小田島,遥,福島県,田村郡三春町,O,スポーツ観戦,トライアスロン,寺巡り,博物館巡り,洞窟探索
川村,禄郎,和歌山県,有田郡広川町,A,ビリヤード,カービング,歌舞伎,ボランティア,チェス
平野,那奈,宮城県,伊具郡丸森町,A,登山,ドライブ,俳句・川柳,ダーツ,ビリヤード
村中,美佐子,福岡県,築上郡築上町,A,キャンプ,アロマテラピー,バイク,寺巡り,野菜ソムリエ
奥田,遥,宮城県,石巻市,O,海,彫刻,海,漫画,掃除
川原,さやか,広島県,広島市安佐南区,B,散歩,切り絵,映画鑑賞,ラーメン,ラーメン
大塚,兼,新潟県,上越市,O,釣り,利き酒,バスケットボール,切り絵,バイク
平野,菜摘,秋田県,にかほ市,O,洞窟探索,寺巡り,掃除,ビリヤード,キックボクシング
村山,慎之介,神奈川県,横浜市中区,O,テレビゲーム,ガーデニング（園芸）,ネットサーフィン,インスタ,利き酒
平,憲史,神奈川県,横浜市中区,AB,スマホゲーム,ガーデニング（園芸）,カメラ,スマホゲーム,似顔絵
田口,礼子,鹿児島県,薩摩川内市,A,トランプ,ジャズ,競馬,ボルダリング,占い
大路,晃司,佐賀県,唐津市,AB,俳句・川柳,サバゲー,掃除,ボルダリング,アイドル
寺島,涼,栃木県,さくら市,A,チェス,カメラ,ゴルフ,マジック,タイピング
芦屋,惇,愛媛県,宇和島市,A,将棋,オセロ,ダーツ,Twitter,ランニング（ジョギング）
花岡,亜希,宮崎県,西都市,A,囲碁,筋トレ,野菜ソムリエ,競馬,ボードゲーム
松本,さやか,福岡県,飯塚市,B,オセロ,ビリヤード,ダンス,音楽ライブ,天体観測
北条,ヒカル,宮城県,白石市,A,ボードゲーム,美術館巡り,寺巡り,漫画,テレビゲーム
前田,太朗,青森県,黒石市,A,ルービックキューブ,ハンドメイド（ものづくり）,映画鑑賞,トレーディングカードゲーム,将棋
福岡,茜,東京都,東大和市,O,トレーディングカードゲーム,料理,サーフィン,プラモデル,食べ歩き
平良,怜奈,千葉県,木更津市,O,DIY,掃除,競馬,掃除,ヨガ
小倉,悟志,新潟県,上越市,O,料理,競馬,バー巡り,バスケットボール,スマホゲーム
堀田,莉沙,北海道,野付郡別海町,B,イラスト,ラジオ,カラオケ,ボードゲーム,ペット
桜井,あおい,京都府,京都市南区,B,ハンドメイド（ものづくり）,コスプレ,テレビゲーム,マジック,漫画
唐沢,美佐,石川県,珠洲市,O,プラモデル,テレビゲーム,ハンドメイド（ものづくり）,ジャズ,ボランティア
中村,裕次郎,新潟県,魚沼市,O,パン作り,DIY,ガーデニング（園芸）,タイピング,スマホゲーム
岩佐,宏,宮城県,大崎市,O,インテリア,ボルダリング,ペット,プログラミング,トランプ
菅原,友香,福島県,二本松市,A,彫刻,パチンコ,掃除,サーフィン,ダーツ
落合,莉沙,石川県,羽咋市,B,燻製づくり,ペット,食べ歩き,温泉巡り,占い
石坂,輝信,福島県,会津若松市,O,ガーデニング（園芸）,バレーボール,歌舞伎,キックボクシング,トランプ
北野,和香,福島県,伊達市,AB,観葉植物,アイドル,カメラ,サーフィン,カラオケ
山中,ノブヒコ,東京都,小平市,A,アクアリウム,カメラ,ペット,バイク,ワイン
柴崎,薫,京都府,京都市上京区,AB,食べ歩き,ガーデニング（園芸）,カラオケ,ガーデニング（園芸）,チェス
土居,達士,和歌山県,和歌山市,O,ワイン,博物館巡り,寺巡り,チェス,掃除
寺島,由宇,長野県,中野市,O,利き酒,ペット,音楽ライブ,釣り,書道（習字）
日高,孝太郎,岐阜県,大垣市,A,グルメ,ジャズ,瞑想,カメラ,ダーツ
宇佐美,隆之介,京都府,京都市中京区,A,ラーメン,パワースポット巡り,観葉植物,プログラミング,トライアスロン
田原,真奈美,山梨県,北杜市,B,外国語（中国語・フランス語・英会話）,ラジオ,切り絵,博物館巡り,利き酒
柴田,徹平,東京都,西東京市,A,プログラミング,寺巡り,アイドル,インテリア,ヨガ
北田,あや子,京都府,綴喜郡宇治田原町,A,カメラ,アニメ,食べ歩き,バー巡り,野菜ソムリエ
境,圭,鳥取県,鳥取市,B,マジック,ファッション,バスケットボール,カービング,プログラミング
百瀬,幸平,新潟県,上越市,O,占い,ボルダリング,観葉植物,クロスバイク,美術館巡り
桜田,基祐,愛知県,知多郡美浜町,O,ブログ,海,パン作り,囲碁,水族館巡り
大和,祐基,兵庫県,姫路市,A,野菜ソムリエ,ランニング（ジョギング）,スカッシュ,カラオケ,ゴルフ
矢沢,景子,新潟県,南魚沼市,A,タイピング,将棋,ペット,ランニング（ジョギング）,ビリヤード
鬼頭,早紀,茨城県,常陸太田市,A,カービング,カラーセラピー,パチンコ,インテリア,洞窟探索
塩見,那奈,大阪府,貝塚市,A,ドライブ,トライアスロン,カラオケ,タイピング,ゴルフ
大和,一樹,神奈川県,秦野市,AB,バイク,ヨガ,トライアスロン,パチンコ,パワースポット巡り
小寺,法嗣,愛知県,豊田市,O,クロスバイク,ドライブ,外国語（中国語・フランス語・英会話）,水族館巡り,登山
葛西,沙知絵,福岡県,糸島市,B,折り紙,マジック,スカッシュ,ラジオ,カフェ巡り
中井,だん吉,茨城県,古河市,O,切り絵,カービング,スマホゲーム,チェス,タイピング
岩井,花,山口県,長門市,B,似顔絵,漫画,ワイン,パチンコ,カービング
立花,愛,愛知県,名古屋市中川区,B,デッサン,利き酒,パワースポット巡り,コスプレ,フットサル（サッカー）
古田,ひろみ,北海道,北見市,A,書道（習字）,ダンス,トライアスロン,ペット,アクアリウム
深沢,朝香,京都府,京都市山科区,O,サバゲー,釣り,アニメ,ビリヤード,ダーツ
村田,玲那,宮城県,黒川郡大郷町,A,漫画,アロマテラピー,登山,オセロ,Twitter
神山,はるか,京都府,京都市西京区,B,ラジオ,チェス,デッサン,彫刻,バレーボール
中原,結子,新潟県,上越市,O,競馬,ヨガ,釣り,観葉植物,利き酒
新谷,有海,秋田県,大仙市,O,ペット,カービング,ブログ,洞窟探索,パチンコ
大森,誠一,宮城県,栗原市,AB,掃除,ヨガ,占い,カラーセラピー,スポーツ観戦
市川,美嘉,愛知県,一宮市,B,コスプレ,プログラミング,ラーメン,ワイン,ペット
島田,亮介,福井県,勝山市,B,ドローン,アクアリウム,似顔絵,カメラ,パチンコ
栗林,樹里,新潟県,長岡市,O,ファッション,歌舞伎,ダンス,ボードゲーム,カフェ巡り
土田,惇,兵庫県,明石市,O,パチンコ,ハンドメイド（ものづくり）,ハンドメイド（ものづくり）,ラジオ,ネットサーフィン
古川,さとみ,新潟県,上越市,O,インスタ,DIY,ブログ,トランプ,観葉植物
増井,豊,愛知県,名古屋市中村区,O,Twitter,ラジオ,俳句・川柳,博物館巡り,占い
酒井,恵梨香,北海道,白糠郡白糠町,B,アイドル,ラジオ,利き酒,マジック,キャンプ
細野,隆之介,愛知県,西尾市,A,ボランティア,ボルダリング,燻製づくり,外国語（中国語・フランス語・英会話）,パン作り
武内,人志,香川県,観音寺市,B,ネットサーフィン,ブログ,カフェ巡り,折り紙,バー巡り
八田,祐基,長崎県,諫早市,A,音楽ライブ,トランプ,ダンス,観葉植物,マジック
増田,薫,山形県,山形市,O,カラオケ,キャンプ,野菜ソムリエ,俳句・川柳,散歩
泉,裕司,岡山県,岡山市北区,B,ジャズ,彫刻,野菜ソムリエ,似顔絵,キャンプ
石田,勝久,神奈川県,横浜市西区,A,楽器演奏,Twitter,動物園巡り,バスケットボール,水族館巡り
立石,文世,福岡県,北九州市八幡西区,A,映画鑑賞,似顔絵,食べ歩き,スマホゲーム,漫画
鳥居,明日,富山県,富山市,A,アニメ,ボランティア,ブログ,インテリア,水族館巡り
石黒,昌代,千葉県,千葉市中央区,O,歌舞伎,クロスバイク,動物園巡り,プラモデル,観葉植物
明石家,輝信,大阪府,東大阪市,A,天体観測,インテリア,パン作り,ヨガ,プラモデル
大貫,蒼甫,新潟県,上越市,O,筋トレ,オセロ,ブログ,水族館巡り,ファッション
服部,大五郎,山形県,酒田市,O,瞑想,マジック,ゴルフ,デッサン,デッサン
高岡,夏空,大阪府,阪南市,O,ヨガ,瞑想,キャンプ,瞑想,トランプ
難波,まみ,北海道,積丹郡積丹町,O,カラーセラピー,観葉植物,カービング,スマホゲーム,インテリア
小野寺,明,栃木県,足利市,O,アロマテラピー,ボランティア,プラモデル,漫画,利き酒
梅沢,咲,新潟県,上越市,O,温泉巡り,折り紙,ヨガ,囲碁,パン作り
大路,明慶,京都府,京都市下京区,O,美術館巡り,ブログ,DIY,利き酒,デッサン
島袋,充則,北海道,岩見沢市,B,博物館巡り,オセロ,釣り,将棋,テレビゲーム
中川,翔,茨城県,稲敷市,A,動物園巡り,タイピング,ラジオ,温泉巡り,食べ歩き
浅見,美優,福島県,喜多方市,O,水族館巡り,アイドル,美術館巡り,ダンス,カラーセラピー
井川,竜也,福岡県,宮若市,O,バー巡り,歌舞伎,カラオケ,アクアリウム,カメラ
川崎,翔,茨城県,取手市,A,寺巡り,アイドル,ダーツ,スマホゲーム,彫刻
小久保,真希,福岡県,筑後市,A,パワースポット巡り,アロマテラピー,インスタ,ヨガ,ダンス
有村,莉央,茨城県,常陸大宮市,B,カフェ巡り,グルメ,水族館巡り,登山,競馬
葛西,しほり,富山県,南砺市,B,離島巡り,キックボクシング,グルメ,観葉植物,コスプレ
山元,陽子,青森県,三戸郡階上町,A,ランニング（ジョギング）,俳句・川柳,クロスバイク,サバゲー,インテリア
仲田,真帆,新潟県,十日町市,A,キックボクシング,バイク,グルメ,寺巡り,チェス
松尾,美幸,福岡県,大牟田市,A,ゴルフ,アニメ,温泉巡り,インテリア,インスタ
山上,あき,新潟県,上越市,O,ボルダリング,釣り,キックボクシング,書道（習字）,音楽ライブ
野村,広之,新潟県,五泉市,A,ダーツ,料理,ラジオ,海,俳句・川柳
杉本,まみ,東京都,昭島市,AB,サーフィン,タイピング,バスケットボール,利き酒,トランプ
奥田,さんま,宮城県,伊具郡丸森町,A,ダンス,ボードゲーム,カービング,博物館巡り,ボードゲーム
田中,恵子,北海道,岩内郡岩内町,A,トライアスロン,バレーボール,サバゲー,ラジオ,折り紙
堀越,聡,岡山県,赤磐市,A,野球,トライアスロン,オセロ,スカッシュ,パチンコ
松沢,博之,山梨県,大月市,A,フットサル（サッカー）,コスプレ,野球,トランプ,プログラミング
金山,有起哉,京都府,京都市左京区,B,バスケットボール,サバゲー,クロスバイク,楽器演奏,トライアスロン
前原,恵望子,北海道,札幌市中央区,A,バレーボール,俳句・川柳,ダーツ,ルービックキューブ,カラーセラピー
小出,結衣,群馬県,吾妻郡中之条町,O,スカッシュ,利き酒,ブログ,イラスト,動物園巡り
平井,鉄洋,岐阜県,岐阜市,O,スポーツ観戦,カービング,キックボクシング,アニメ,ダンス
藤川,マサカズ,千葉県,柏市,O,ビリヤード,オセロ,DIY,スポーツ観戦,洞窟探索
小室,千佳子,新潟県,上越市,O,登山,バイク,天体観測,水族館巡り,瞑想
長友,三省,大阪府,東大阪市,O,キャンプ,散歩,野菜ソムリエ,オセロ,ボランティア
大沢,りえ,静岡県,静岡市駿河区,O,海,俳句・川柳,ボルダリング,プログラミング,トレーディングカードゲーム
赤羽,真一,福島県,会津若松市,A,散歩,折り紙,寺巡り,クロスバイク,温泉巡り
大村,莉央,福岡県,北九州市八幡東区,A,釣り,ダーツ,ガーデニング（園芸）,アクアリウム,ブログ
樋口,なつみ,鳥取県,倉吉市,A,洞窟探索,カラーセラピー,アロマテラピー,ビリヤード,カラーセラピー
河内,三省,岐阜県,岐阜市,B,テレビゲーム,瞑想,パン作り,外国語（中国語・フランス語・英会話）,サバゲー
羽田,文世,宮城県,加美郡加美町,A,スマホゲーム,ゴルフ,似顔絵,スマホゲーム,歌舞伎
三沢,長利,鹿児島県,霧島市,A,トランプ,天体観測,筋トレ,グルメ,ランニング（ジョギング）
小笠原,友也,岐阜県,大垣市,B,俳句・川柳,カフェ巡り,映画鑑賞,俳句・川柳,プログラミング
高橋,聡,埼玉県,所沢市,O,チェス,スマホゲーム,ハンドメイド（ものづくり）,ボードゲーム,ドローン
草野,真悠子,京都府,福知山市,AB,将棋,サバゲー,ファッション,アロマテラピー,ワイン
平山,まみ,島根県,出雲市,B,囲碁,彫刻,ゴルフ,ボルダリング,スポーツ観戦
斉藤,めぐみ,千葉県,松戸市,A,オセロ,クロスバイク,ドライブ,囲碁,キックボクシング
芹沢,七世,富山県,富山市,B,ボードゲーム,トライアスロン,ラーメン,登山,料理
玉木,莉沙,和歌山県,和歌山市,B,ルービックキューブ,グルメ,バスケットボール,美術館巡り,イラスト
沖,慢太郎,新潟県,胎内市,A,トレーディングカードゲーム,競馬,ネットサーフィン,ペット,イラスト
唐沢,昴,大阪府,岸和田市,B,DIY,キックボクシング,観葉植物,ドローン,フットサル（サッカー）
山上,徹,群馬県,吾妻郡東吾妻町,B,料理,筋トレ,ヨガ,カラーセラピー,野菜ソムリエ
井沢,雅功,新潟県,上越市,O,カフェ巡り,野菜ソムリエ,寺巡り,パワースポット巡り,音楽ライブ
中島,浩正,山口県,宇部市,B,ハンドメイド（ものづくり）,競馬,囲碁,ハンドメイド（ものづくり）,散歩
